Country,OECD,Gender,Answer,number,Question,Area
Luxembourg,OECD,Male,Most Lessons,521,ST77Q01,Math Teaching
Luxembourg,OECD,Male,Never or Hardly Ever,342,ST77Q01,Math Teaching
Luxembourg,OECD,Male,Some Lessons,465,ST77Q01,Math Teaching
Luxembourg,OECD,Male,NA,918,ST77Q01,Math Teaching
Macao-China,Non-OECD,Female,Every Lesson,365,ST77Q01,Math Teaching
Macao-China,Non-OECD,Female,Most Lessons,707,ST77Q01,Math Teaching
Macao-China,Non-OECD,Female,Never or Hardly Ever,63,ST77Q01,Math Teaching
Macao-China,Non-OECD,Female,Some Lessons,599,ST77Q01,Math Teaching
Macao-China,Non-OECD,Female,NA,870,ST77Q01,Math Teaching
Macao-China,Non-OECD,Male,Every Lesson,475,ST77Q01,Math Teaching
Macao-China,Non-OECD,Male,Most Lessons,721,ST77Q01,Math Teaching
Macao-China,Non-OECD,Male,Never or Hardly Ever,113,ST77Q01,Math Teaching
Macao-China,Non-OECD,Male,Some Lessons,497,ST77Q01,Math Teaching
Macao-China,Non-OECD,Male,NA,925,ST77Q01,Math Teaching
Malaysia,Non-OECD,Female,Every Lesson,736,ST77Q01,Math Teaching
Malaysia,Non-OECD,Female,Most Lessons,541,ST77Q01,Math Teaching
Malaysia,Non-OECD,Female,Never or Hardly Ever,53,ST77Q01,Math Teaching
Malaysia,Non-OECD,Female,Some Lessons,451,ST77Q01,Math Teaching
Malaysia,Non-OECD,Female,NA,964,ST77Q01,Math Teaching
Malaysia,Non-OECD,Male,Every Lesson,686,ST77Q01,Math Teaching
Malaysia,Non-OECD,Male,Most Lessons,522,ST77Q01,Math Teaching
Malaysia,Non-OECD,Male,Never or Hardly Ever,54,ST77Q01,Math Teaching
Malaysia,Non-OECD,Male,Some Lessons,381,ST77Q01,Math Teaching
Malaysia,Non-OECD,Male,NA,809,ST77Q01,Math Teaching
Massachusetts (USA),Non-OECD,Female,Every Lesson,212,ST77Q01,Math Teaching
Massachusetts (USA),Non-OECD,Female,Most Lessons,211,ST77Q01,Math Teaching
Massachusetts (USA),Non-OECD,Female,Never or Hardly Ever,25,ST77Q01,Math Teaching
Massachusetts (USA),Non-OECD,Female,Some Lessons,140,ST77Q01,Math Teaching
Massachusetts (USA),Non-OECD,Female,NA,304,ST77Q01,Math Teaching
Massachusetts (USA),Non-OECD,Male,Every Lesson,202,ST77Q01,Math Teaching
Massachusetts (USA),Non-OECD,Male,Most Lessons,219,ST77Q01,Math Teaching
Massachusetts (USA),Non-OECD,Male,Never or Hardly Ever,29,ST77Q01,Math Teaching
Massachusetts (USA),Non-OECD,Male,Some Lessons,96,ST77Q01,Math Teaching
Massachusetts (USA),Non-OECD,Male,NA,285,ST77Q01,Math Teaching
Mexico,OECD,Female,Every Lesson,7324,ST77Q01,Math Teaching
Mexico,OECD,Female,Most Lessons,2603,ST77Q01,Math Teaching
Mexico,OECD,Female,Never or Hardly Ever,236,ST77Q01,Math Teaching
Mexico,OECD,Female,Some Lessons,1377,ST77Q01,Math Teaching
Mexico,OECD,Female,NA,6013,ST77Q01,Math Teaching
Mexico,OECD,Male,Every Lesson,6658,ST77Q01,Math Teaching
Mexico,OECD,Male,Most Lessons,2652,ST77Q01,Math Teaching
Mexico,OECD,Male,Never or Hardly Ever,236,ST77Q01,Math Teaching
Mexico,OECD,Male,Some Lessons,1155,ST77Q01,Math Teaching
Mexico,OECD,Male,NA,5552,ST77Q01,Math Teaching
Montenegro,Non-OECD,Female,Every Lesson,552,ST77Q01,Math Teaching
Montenegro,Non-OECD,Female,Most Lessons,520,ST77Q01,Math Teaching
Montenegro,Non-OECD,Female,Never or Hardly Ever,129,ST77Q01,Math Teaching
Montenegro,Non-OECD,Female,Some Lessons,366,ST77Q01,Math Teaching
Montenegro,Non-OECD,Female,NA,806,ST77Q01,Math Teaching
Montenegro,Non-OECD,Male,Every Lesson,680,ST77Q01,Math Teaching
Montenegro,Non-OECD,Male,Most Lessons,435,ST77Q01,Math Teaching
Montenegro,Non-OECD,Male,Never or Hardly Ever,123,ST77Q01,Math Teaching
Montenegro,Non-OECD,Male,Some Lessons,276,ST77Q01,Math Teaching
Montenegro,Non-OECD,Male,NA,857,ST77Q01,Math Teaching
Netherlands,OECD,Female,Every Lesson,186,ST77Q01,Math Teaching
Netherlands,OECD,Female,Most Lessons,463,ST77Q01,Math Teaching
Netherlands,OECD,Female,Never or Hardly Ever,221,ST77Q01,Math Teaching
Netherlands,OECD,Female,Some Lessons,489,ST77Q01,Math Teaching
Netherlands,OECD,Female,NA,786,ST77Q01,Math Teaching
Netherlands,OECD,Male,Every Lesson,219,ST77Q01,Math Teaching
Netherlands,OECD,Male,Most Lessons,510,ST77Q01,Math Teaching
Netherlands,OECD,Male,Never or Hardly Ever,218,ST77Q01,Math Teaching
Netherlands,OECD,Male,Some Lessons,508,ST77Q01,Math Teaching
Netherlands,OECD,Male,NA,860,ST77Q01,Math Teaching
New Zealand,OECD,Female,Every Lesson,421,ST77Q01,Math Teaching
New Zealand,OECD,Female,Most Lessons,502,ST77Q01,Math Teaching
New Zealand,OECD,Female,Never or Hardly Ever,94,ST77Q01,Math Teaching
New Zealand,OECD,Female,Some Lessons,377,ST77Q01,Math Teaching
New Zealand,OECD,Female,NA,737,ST77Q01,Math Teaching
New Zealand,OECD,Male,Every Lesson,448,ST77Q01,Math Teaching
New Zealand,OECD,Male,Most Lessons,518,ST77Q01,Math Teaching
New Zealand,OECD,Male,Never or Hardly Ever,101,ST77Q01,Math Teaching
New Zealand,OECD,Male,Some Lessons,339,ST77Q01,Math Teaching
New Zealand,OECD,Male,NA,754,ST77Q01,Math Teaching
Norway,OECD,Female,Every Lesson,270,ST77Q01,Math Teaching
Norway,OECD,Female,Most Lessons,612,ST77Q01,Math Teaching
Norway,OECD,Female,Never or Hardly Ever,145,ST77Q01,Math Teaching
Norway,OECD,Female,Some Lessons,469,ST77Q01,Math Teaching
Norway,OECD,Female,NA,795,ST77Q01,Math Teaching
Norway,OECD,Male,Every Lesson,331,ST77Q01,Math Teaching
Norway,OECD,Male,Most Lessons,586,ST77Q01,Math Teaching
Norway,OECD,Male,Never or Hardly Ever,161,ST77Q01,Math Teaching
Norway,OECD,Male,Some Lessons,440,ST77Q01,Math Teaching
Norway,OECD,Male,NA,877,ST77Q01,Math Teaching
Perm(Russian Federation),Non-OECD,Female,Every Lesson,164,ST77Q01,Math Teaching
Perm(Russian Federation),Non-OECD,Female,Most Lessons,209,ST77Q01,Math Teaching
Perm(Russian Federation),Non-OECD,Female,Never or Hardly Ever,24,ST77Q01,Math Teaching
Perm(Russian Federation),Non-OECD,Female,Some Lessons,169,ST77Q01,Math Teaching
Perm(Russian Federation),Non-OECD,Female,NA,296,ST77Q01,Math Teaching
Perm(Russian Federation),Non-OECD,Male,Every Lesson,224,ST77Q01,Math Teaching
Perm(Russian Federation),Non-OECD,Male,Most Lessons,173,ST77Q01,Math Teaching
Perm(Russian Federation),Non-OECD,Male,Never or Hardly Ever,31,ST77Q01,Math Teaching
Perm(Russian Federation),Non-OECD,Male,Some Lessons,163,ST77Q01,Math Teaching
Perm(Russian Federation),Non-OECD,Male,NA,308,ST77Q01,Math Teaching
Peru,Non-OECD,Female,Every Lesson,1076,ST77Q01,Math Teaching
Peru,Non-OECD,Female,Most Lessons,533,ST77Q01,Math Teaching
Peru,Non-OECD,Female,Never or Hardly Ever,35,ST77Q01,Math Teaching
Peru,Non-OECD,Female,Some Lessons,369,ST77Q01,Math Teaching
Peru,Non-OECD,Female,NA,1105,ST77Q01,Math Teaching
Peru,Non-OECD,Male,Every Lesson,1070,ST77Q01,Math Teaching
Peru,Non-OECD,Male,Most Lessons,484,ST77Q01,Math Teaching
Peru,Non-OECD,Male,Never or Hardly Ever,34,ST77Q01,Math Teaching
Peru,Non-OECD,Male,Some Lessons,263,ST77Q01,Math Teaching
Peru,Non-OECD,Male,NA,1066,ST77Q01,Math Teaching
Poland,OECD,Female,Every Lesson,266,ST77Q01,Math Teaching
Poland,OECD,Female,Most Lessons,510,ST77Q01,Math Teaching
Poland,OECD,Female,Never or Hardly Ever,190,ST77Q01,Math Teaching
Poland,OECD,Female,Some Lessons,584,ST77Q01,Math Teaching
Poland,OECD,Female,NA,838,ST77Q01,Math Teaching
Poland,OECD,Male,Every Lesson,323,ST77Q01,Math Teaching
Poland,OECD,Male,Most Lessons,461,ST77Q01,Math Teaching
Poland,OECD,Male,Never or Hardly Ever,191,ST77Q01,Math Teaching
Poland,OECD,Male,Some Lessons,506,ST77Q01,Math Teaching
Poland,OECD,Male,NA,738,ST77Q01,Math Teaching
Portugal,OECD,Female,Every Lesson,873,ST77Q01,Math Teaching
Portugal,OECD,Female,Most Lessons,544,ST77Q01,Math Teaching
Portugal,OECD,Female,Never or Hardly Ever,74,ST77Q01,Math Teaching
Portugal,OECD,Female,Some Lessons,355,ST77Q01,Math Teaching
Portugal,OECD,Female,NA,1007,ST77Q01,Math Teaching
Portugal,OECD,Male,Every Lesson,886,ST77Q01,Math Teaching
Portugal,OECD,Male,Most Lessons,573,ST77Q01,Math Teaching
Portugal,OECD,Male,Never or Hardly Ever,85,ST77Q01,Math Teaching
Portugal,OECD,Male,Some Lessons,316,ST77Q01,Math Teaching
Portugal,OECD,Male,NA,1009,ST77Q01,Math Teaching
Qatar,Non-OECD,Female,Every Lesson,1625,ST77Q01,Math Teaching
Qatar,Non-OECD,Female,Most Lessons,960,ST77Q01,Math Teaching
Qatar,Non-OECD,Female,Never or Hardly Ever,182,ST77Q01,Math Teaching
Qatar,Non-OECD,Female,Some Lessons,676,ST77Q01,Math Teaching
Qatar,Non-OECD,Female,NA,1862,ST77Q01,Math Teaching
Qatar,Non-OECD,Male,Every Lesson,1690,ST77Q01,Math Teaching
Qatar,Non-OECD,Male,Most Lessons,910,ST77Q01,Math Teaching
Qatar,Non-OECD,Male,Never or Hardly Ever,244,ST77Q01,Math Teaching
Qatar,Non-OECD,Male,Some Lessons,505,ST77Q01,Math Teaching
Qatar,Non-OECD,Male,NA,2312,ST77Q01,Math Teaching
Romania,Non-OECD,Female,Every Lesson,622,ST77Q01,Math Teaching
Romania,Non-OECD,Female,Most Lessons,548,ST77Q01,Math Teaching
Romania,Non-OECD,Female,Never or Hardly Ever,134,ST77Q01,Math Teaching
Romania,Non-OECD,Female,Some Lessons,425,ST77Q01,Math Teaching
Romania,Non-OECD,Female,NA,843,ST77Q01,Math Teaching
Romania,Non-OECD,Male,Every Lesson,600,ST77Q01,Math Teaching
Romania,Non-OECD,Male,Most Lessons,534,ST77Q01,Math Teaching
Romania,Non-OECD,Male,Never or Hardly Ever,99,ST77Q01,Math Teaching
Romania,Non-OECD,Male,Some Lessons,385,ST77Q01,Math Teaching
Romania,Non-OECD,Male,NA,884,ST77Q01,Math Teaching
Russian Federation,Non-OECD,Female,Every Lesson,624,ST77Q01,Math Teaching
Russian Federation,Non-OECD,Female,Most Lessons,576,ST77Q01,Math Teaching
Russian Federation,Non-OECD,Female,Never or Hardly Ever,93,ST77Q01,Math Teaching
Russian Federation,Non-OECD,Female,Some Lessons,398,ST77Q01,Math Teaching
Russian Federation,Non-OECD,Female,NA,923,ST77Q01,Math Teaching
Russian Federation,Non-OECD,Male,Every Lesson,714,ST77Q01,Math Teaching
Russian Federation,Non-OECD,Male,Most Lessons,542,ST77Q01,Math Teaching
Russian Federation,Non-OECD,Male,Never or Hardly Ever,113,ST77Q01,Math Teaching
Russian Federation,Non-OECD,Male,Some Lessons,395,ST77Q01,Math Teaching
Russian Federation,Non-OECD,Male,NA,853,ST77Q01,Math Teaching
Serbia,Non-OECD,Female,Every Lesson,469,ST77Q01,Math Teaching
Serbia,Non-OECD,Female,Most Lessons,458,ST77Q01,Math Teaching
Serbia,Non-OECD,Female,Never or Hardly Ever,165,ST77Q01,Math Teaching
Serbia,Non-OECD,Female,Some Lessons,459,ST77Q01,Math Teaching
Serbia,Non-OECD,Female,NA,817,ST77Q01,Math Teaching
Serbia,Non-OECD,Male,Every Lesson,548,ST77Q01,Math Teaching
Serbia,Non-OECD,Male,Most Lessons,463,ST77Q01,Math Teaching
Serbia,Non-OECD,Male,Never or Hardly Ever,142,ST77Q01,Math Teaching
Serbia,Non-OECD,Male,Some Lessons,340,ST77Q01,Math Teaching
Serbia,Non-OECD,Male,NA,823,ST77Q01,Math Teaching
Singapore,Non-OECD,Female,Every Lesson,612,ST77Q01,Math Teaching
Singapore,Non-OECD,Female,Most Lessons,734,ST77Q01,Math Teaching
Singapore,Non-OECD,Female,Never or Hardly Ever,40,ST77Q01,Math Teaching
Singapore,Non-OECD,Female,Some Lessons,448,ST77Q01,Math Teaching
Singapore,Non-OECD,Female,NA,918,ST77Q01,Math Teaching
Singapore,Non-OECD,Male,Every Lesson,632,ST77Q01,Math Teaching
Singapore,Non-OECD,Male,Most Lessons,773,ST77Q01,Math Teaching
Singapore,Non-OECD,Male,Never or Hardly Ever,51,ST77Q01,Math Teaching
Singapore,Non-OECD,Male,Some Lessons,378,ST77Q01,Math Teaching
Singapore,Non-OECD,Male,NA,960,ST77Q01,Math Teaching
Slovak Republic,OECD,Female,Every Lesson,339,ST77Q01,Math Teaching
Slovak Republic,OECD,Female,Most Lessons,533,ST77Q01,Math Teaching
Slovak Republic,OECD,Female,Never or Hardly Ever,111,ST77Q01,Math Teaching
Slovak Republic,OECD,Female,Some Lessons,457,ST77Q01,Math Teaching
Slovak Republic,OECD,Female,NA,791,ST77Q01,Math Teaching
Slovak Republic,OECD,Male,Every Lesson,478,ST77Q01,Math Teaching
Slovak Republic,OECD,Male,Most Lessons,557,ST77Q01,Math Teaching
Slovak Republic,OECD,Male,Never or Hardly Ever,132,ST77Q01,Math Teaching
Slovak Republic,OECD,Male,Some Lessons,426,ST77Q01,Math Teaching
Slovak Republic,OECD,Male,NA,854,ST77Q01,Math Teaching
Slovenia,OECD,Female,Every Lesson,271,ST77Q01,Math Teaching
Slovenia,OECD,Female,Most Lessons,605,ST77Q01,Math Teaching
Slovenia,OECD,Female,Never or Hardly Ever,267,ST77Q01,Math Teaching
Slovenia,OECD,Female,Some Lessons,613,ST77Q01,Math Teaching
Slovenia,OECD,Female,NA,943,ST77Q01,Math Teaching
Slovenia,OECD,Male,Every Lesson,394,ST77Q01,Math Teaching
Slovenia,OECD,Male,Most Lessons,666,ST77Q01,Math Teaching
Slovenia,OECD,Male,Never or Hardly Ever,298,ST77Q01,Math Teaching
Slovenia,OECD,Male,Some Lessons,678,ST77Q01,Math Teaching
Slovenia,OECD,Male,NA,1176,ST77Q01,Math Teaching
Spain,OECD,Female,Every Lesson,3091,ST77Q01,Math Teaching
Spain,OECD,Female,Most Lessons,2769,ST77Q01,Math Teaching
Spain,OECD,Female,Never or Hardly Ever,484,ST77Q01,Math Teaching
Spain,OECD,Female,Some Lessons,2043,ST77Q01,Math Teaching
Spain,OECD,Female,NA,4303,ST77Q01,Math Teaching
Spain,OECD,Male,Every Lesson,3040,ST77Q01,Math Teaching
Spain,OECD,Male,Most Lessons,2709,ST77Q01,Math Teaching
Spain,OECD,Male,Never or Hardly Ever,706,ST77Q01,Math Teaching
Spain,OECD,Male,Some Lessons,1812,ST77Q01,Math Teaching
Spain,OECD,Male,NA,4356,ST77Q01,Math Teaching
Sweden,OECD,Female,Every Lesson,465,ST77Q01,Math Teaching
Sweden,OECD,Female,Most Lessons,604,ST77Q01,Math Teaching
Sweden,OECD,Female,Never or Hardly Ever,91,ST77Q01,Math Teaching
Sweden,OECD,Female,Some Lessons,356,ST77Q01,Math Teaching
Sweden,OECD,Female,NA,862,ST77Q01,Math Teaching
Sweden,OECD,Male,Every Lesson,563,ST77Q01,Math Teaching
Sweden,OECD,Male,Most Lessons,553,ST77Q01,Math Teaching
Sweden,OECD,Male,Never or Hardly Ever,97,ST77Q01,Math Teaching
Sweden,OECD,Male,Some Lessons,315,ST77Q01,Math Teaching
Sweden,OECD,Male,NA,830,ST77Q01,Math Teaching
Switzerland,OECD,Female,Every Lesson,708,ST77Q01,Math Teaching
Switzerland,OECD,Female,Most Lessons,1275,ST77Q01,Math Teaching
Switzerland,OECD,Female,Never or Hardly Ever,513,ST77Q01,Math Teaching
Switzerland,OECD,Female,Some Lessons,1201,ST77Q01,Math Teaching
Switzerland,OECD,Female,NA,1882,ST77Q01,Math Teaching
Switzerland,OECD,Male,Every Lesson,951,ST77Q01,Math Teaching
Switzerland,OECD,Male,Most Lessons,1257,ST77Q01,Math Teaching
Switzerland,OECD,Male,Never or Hardly Ever,470,ST77Q01,Math Teaching
Switzerland,OECD,Male,Some Lessons,1020,ST77Q01,Math Teaching
Switzerland,OECD,Male,NA,1952,ST77Q01,Math Teaching
Thailand,Non-OECD,Female,Every Lesson,1414,ST77Q01,Math Teaching
Thailand,Non-OECD,Female,Most Lessons,740,ST77Q01,Math Teaching
Thailand,Non-OECD,Female,Never or Hardly Ever,16,ST77Q01,Math Teaching
Thailand,Non-OECD,Female,Some Lessons,341,ST77Q01,Math Teaching
Thailand,Non-OECD,Female,NA,1225,ST77Q01,Math Teaching
Thailand,Non-OECD,Male,Every Lesson,1064,ST77Q01,Math Teaching
Thailand,Non-OECD,Male,Most Lessons,527,ST77Q01,Math Teaching
Thailand,Non-OECD,Male,Never or Hardly Ever,26,ST77Q01,Math Teaching
Thailand,Non-OECD,Male,Some Lessons,250,ST77Q01,Math Teaching
Thailand,Non-OECD,Male,NA,1003,ST77Q01,Math Teaching
Tunisia,Non-OECD,Female,Every Lesson,510,ST77Q01,Math Teaching
Tunisia,Non-OECD,Female,Most Lessons,408,ST77Q01,Math Teaching
Tunisia,Non-OECD,Female,Never or Hardly Ever,160,ST77Q01,Math Teaching
Tunisia,Non-OECD,Female,Some Lessons,451,ST77Q01,Math Teaching
Tunisia,Non-OECD,Female,NA,861,ST77Q01,Math Teaching
Tunisia,Non-OECD,Male,Every Lesson,470,ST77Q01,Math Teaching
Tunisia,Non-OECD,Male,Most Lessons,310,ST77Q01,Math Teaching
Tunisia,Non-OECD,Male,Never or Hardly Ever,157,ST77Q01,Math Teaching
Tunisia,Non-OECD,Male,Some Lessons,350,ST77Q01,Math Teaching
Tunisia,Non-OECD,Male,NA,730,ST77Q01,Math Teaching
Turkey,OECD,Female,Every Lesson,563,ST77Q01,Math Teaching
Turkey,OECD,Female,Most Lessons,466,ST77Q01,Math Teaching
Turkey,OECD,Female,Never or Hardly Ever,102,ST77Q01,Math Teaching
Turkey,OECD,Female,Some Lessons,414,ST77Q01,Math Teaching
Turkey,OECD,Female,NA,825,ST77Q01,Math Teaching
Turkey,OECD,Male,Every Lesson,658,ST77Q01,Math Teaching
Turkey,OECD,Male,Most Lessons,463,ST77Q01,Math Teaching
Turkey,OECD,Male,Never or Hardly Ever,93,ST77Q01,Math Teaching
Turkey,OECD,Male,Some Lessons,415,ST77Q01,Math Teaching
Turkey,OECD,Male,NA,849,ST77Q01,Math Teaching
United Arab Emirates,Non-OECD,Female,Every Lesson,1891,ST77Q01,Math Teaching
United Arab Emirates,Non-OECD,Female,Most Lessons,1113,ST77Q01,Math Teaching
United Arab Emirates,Non-OECD,Female,Never or Hardly Ever,153,ST77Q01,Math Teaching
United Arab Emirates,Non-OECD,Female,Some Lessons,644,ST77Q01,Math Teaching
United Arab Emirates,Non-OECD,Female,NA,1991,ST77Q01,Math Teaching
United Arab Emirates,Non-OECD,Male,Every Lesson,1864,ST77Q01,Math Teaching
United Arab Emirates,Non-OECD,Male,Most Lessons,994,ST77Q01,Math Teaching
United Arab Emirates,Non-OECD,Male,Never or Hardly Ever,225,ST77Q01,Math Teaching
United Arab Emirates,Non-OECD,Male,Some Lessons,593,ST77Q01,Math Teaching
United Arab Emirates,Non-OECD,Male,NA,2032,ST77Q01,Math Teaching
United Kingdom,OECD,Female,Every Lesson,1541,ST77Q01,Math Teaching
United Kingdom,OECD,Female,Most Lessons,1522,ST77Q01,Math Teaching
United Kingdom,OECD,Female,Never or Hardly Ever,224,ST77Q01,Math Teaching
United Kingdom,OECD,Female,Some Lessons,849,ST77Q01,Math Teaching
United Kingdom,OECD,Female,NA,2172,ST77Q01,Math Teaching
United Kingdom,OECD,Male,Every Lesson,1554,ST77Q01,Math Teaching
United Kingdom,OECD,Male,Most Lessons,1508,ST77Q01,Math Teaching
United Kingdom,OECD,Male,Never or Hardly Ever,263,ST77Q01,Math Teaching
United Kingdom,OECD,Male,Some Lessons,849,ST77Q01,Math Teaching
United Kingdom,OECD,Male,NA,2177,ST77Q01,Math Teaching
United States of America,OECD,Female,Every Lesson,512,ST77Q01,Math Teaching
United States of America,OECD,Female,Most Lessons,582,ST77Q01,Math Teaching
United States of America,OECD,Female,Never or Hardly Ever,81,ST77Q01,Math Teaching
United States of America,OECD,Female,Some Lessons,413,ST77Q01,Math Teaching
United States of America,OECD,Female,NA,865,ST77Q01,Math Teaching
United States of America,OECD,Male,Every Lesson,593,ST77Q01,Math Teaching
United States of America,OECD,Male,Most Lessons,601,ST77Q01,Math Teaching
United States of America,OECD,Male,Never or Hardly Ever,83,ST77Q01,Math Teaching
United States of America,OECD,Male,Some Lessons,398,ST77Q01,Math Teaching
United States of America,OECD,Male,NA,850,ST77Q01,Math Teaching
Uruguay,Non-OECD,Female,Every Lesson,932,ST77Q01,Math Teaching
Uruguay,Non-OECD,Female,Most Lessons,484,ST77Q01,Math Teaching
Uruguay,Non-OECD,Female,Never or Hardly Ever,70,ST77Q01,Math Teaching
Uruguay,Non-OECD,Female,Some Lessons,325,ST77Q01,Math Teaching
Uruguay,Non-OECD,Female,NA,1015,ST77Q01,Math Teaching
Uruguay,Non-OECD,Male,Every Lesson,871,ST77Q01,Math Teaching
Uruguay,Non-OECD,Male,Most Lessons,414,ST77Q01,Math Teaching
Uruguay,Non-OECD,Male,Never or Hardly Ever,77,ST77Q01,Math Teaching
Uruguay,Non-OECD,Male,Some Lessons,250,ST77Q01,Math Teaching
Uruguay,Non-OECD,Male,NA,877,ST77Q01,Math Teaching
Vietnam,Non-OECD,Female,Every Lesson,584,ST77Q01,Math Teaching
Vietnam,Non-OECD,Female,Most Lessons,675,ST77Q01,Math Teaching
Vietnam,Non-OECD,Female,Never or Hardly Ever,65,ST77Q01,Math Teaching
Vietnam,Non-OECD,Female,Some Lessons,431,ST77Q01,Math Teaching
Vietnam,Non-OECD,Female,NA,893,ST77Q01,Math Teaching
Vietnam,Non-OECD,Male,Every Lesson,584,ST77Q01,Math Teaching
Vietnam,Non-OECD,Male,Most Lessons,667,ST77Q01,Math Teaching
Vietnam,Non-OECD,Male,Never or Hardly Ever,30,ST77Q01,Math Teaching
Vietnam,Non-OECD,Male,Some Lessons,272,ST77Q01,Math Teaching
Vietnam,Non-OECD,Male,NA,758,ST77Q01,Math Teaching
Albania,Non-OECD,Female,Every Lesson,670,ST77Q02,Math Teaching
Albania,Non-OECD,Female,Most Lessons,377,ST77Q02,Math Teaching
Albania,Non-OECD,Female,Never or Hardly Ever,28,ST77Q02,Math Teaching
Albania,Non-OECD,Female,Some Lessons,236,ST77Q02,Math Teaching
Albania,Non-OECD,Female,NA,1105,ST77Q02,Math Teaching
Albania,Non-OECD,Male,Every Lesson,715,ST77Q02,Math Teaching
Albania,Non-OECD,Male,Most Lessons,382,ST77Q02,Math Teaching
Albania,Non-OECD,Male,Never or Hardly Ever,31,ST77Q02,Math Teaching
Albania,Non-OECD,Male,Some Lessons,226,ST77Q02,Math Teaching
Albania,Non-OECD,Male,NA,973,ST77Q02,Math Teaching
Argentina,Non-OECD,Female,Every Lesson,900,ST77Q02,Math Teaching
Argentina,Non-OECD,Female,Most Lessons,528,ST77Q02,Math Teaching
Argentina,Non-OECD,Female,Never or Hardly Ever,138,ST77Q02,Math Teaching
Argentina,Non-OECD,Female,Some Lessons,409,ST77Q02,Math Teaching
Argentina,Non-OECD,Female,NA,1138,ST77Q02,Math Teaching
Argentina,Non-OECD,Male,Every Lesson,825,ST77Q02,Math Teaching
Argentina,Non-OECD,Male,Most Lessons,497,ST77Q02,Math Teaching
Argentina,Non-OECD,Male,Never or Hardly Ever,133,ST77Q02,Math Teaching
Argentina,Non-OECD,Male,Some Lessons,358,ST77Q02,Math Teaching
Argentina,Non-OECD,Male,NA,982,ST77Q02,Math Teaching
Australia,OECD,Female,Every Lesson,2481,ST77Q02,Math Teaching
Australia,OECD,Female,Most Lessons,1245,ST77Q02,Math Teaching
Australia,OECD,Female,Never or Hardly Ever,156,ST77Q02,Math Teaching
Australia,OECD,Female,Some Lessons,740,ST77Q02,Math Teaching
Australia,OECD,Female,NA,2453,ST77Q02,Math Teaching
Australia,OECD,Male,Every Lesson,2521,ST77Q02,Math Teaching
Australia,OECD,Male,Most Lessons,1344,ST77Q02,Math Teaching
Australia,OECD,Male,Never or Hardly Ever,161,ST77Q02,Math Teaching
Australia,OECD,Male,Some Lessons,682,ST77Q02,Math Teaching
Australia,OECD,Male,NA,2698,ST77Q02,Math Teaching
Austria,OECD,Female,Every Lesson,521,ST77Q02,Math Teaching
Austria,OECD,Female,Most Lessons,401,ST77Q02,Math Teaching
Austria,OECD,Female,Never or Hardly Ever,208,ST77Q02,Math Teaching
Austria,OECD,Female,Some Lessons,413,ST77Q02,Math Teaching
Austria,OECD,Female,NA,814,ST77Q02,Math Teaching
