"","Country","Gender","Answer","number","Question","Area"
"391","Malaysia","Female","Every Lesson",736,"ST77Q01","Math Interest"
"392","Malaysia","Female","Most Lessons",541,"ST77Q01","Math Interest"
"393","Malaysia","Female","Never or Hardly Ever",53,"ST77Q01","Math Interest"
"394","Malaysia","Female","Some Lessons",451,"ST77Q01","Math Interest"
"395","Malaysia","Female",NA,964,"ST77Q01","Math Interest"
"396","Malaysia","Male","Every Lesson",686,"ST77Q01","Math Interest"
"397","Malaysia","Male","Most Lessons",522,"ST77Q01","Math Interest"
"398","Malaysia","Male","Never or Hardly Ever",54,"ST77Q01","Math Interest"
"399","Malaysia","Male","Some Lessons",381,"ST77Q01","Math Interest"
"400","Malaysia","Male",NA,809,"ST77Q01","Math Interest"
"401","Massachusetts (USA)","Female","Every Lesson",212,"ST77Q01","Math Interest"
"402","Massachusetts (USA)","Female","Most Lessons",211,"ST77Q01","Math Interest"
"403","Massachusetts (USA)","Female","Never or Hardly Ever",25,"ST77Q01","Math Interest"
"404","Massachusetts (USA)","Female","Some Lessons",140,"ST77Q01","Math Interest"
"405","Massachusetts (USA)","Female",NA,304,"ST77Q01","Math Interest"
"406","Massachusetts (USA)","Male","Every Lesson",202,"ST77Q01","Math Interest"
"407","Massachusetts (USA)","Male","Most Lessons",219,"ST77Q01","Math Interest"
"408","Massachusetts (USA)","Male","Never or Hardly Ever",29,"ST77Q01","Math Interest"
"409","Massachusetts (USA)","Male","Some Lessons",96,"ST77Q01","Math Interest"
"410","Massachusetts (USA)","Male",NA,285,"ST77Q01","Math Interest"
"411","Mexico","Female","Every Lesson",7324,"ST77Q01","Math Interest"
"412","Mexico","Female","Most Lessons",2603,"ST77Q01","Math Interest"
"413","Mexico","Female","Never or Hardly Ever",236,"ST77Q01","Math Interest"
"414","Mexico","Female","Some Lessons",1377,"ST77Q01","Math Interest"
"415","Mexico","Female",NA,6013,"ST77Q01","Math Interest"
"416","Mexico","Male","Every Lesson",6658,"ST77Q01","Math Interest"
"417","Mexico","Male","Most Lessons",2652,"ST77Q01","Math Interest"
"418","Mexico","Male","Never or Hardly Ever",236,"ST77Q01","Math Interest"
"419","Mexico","Male","Some Lessons",1155,"ST77Q01","Math Interest"
"420","Mexico","Male",NA,5552,"ST77Q01","Math Interest"
"421","Montenegro","Female","Every Lesson",552,"ST77Q01","Math Interest"
"422","Montenegro","Female","Most Lessons",520,"ST77Q01","Math Interest"
"423","Montenegro","Female","Never or Hardly Ever",129,"ST77Q01","Math Interest"
"424","Montenegro","Female","Some Lessons",366,"ST77Q01","Math Interest"
"425","Montenegro","Female",NA,806,"ST77Q01","Math Interest"
"426","Montenegro","Male","Every Lesson",680,"ST77Q01","Math Interest"
"427","Montenegro","Male","Most Lessons",435,"ST77Q01","Math Interest"
"428","Montenegro","Male","Never or Hardly Ever",123,"ST77Q01","Math Interest"
"429","Montenegro","Male","Some Lessons",276,"ST77Q01","Math Interest"
"430","Montenegro","Male",NA,857,"ST77Q01","Math Interest"
"431","Netherlands","Female","Every Lesson",186,"ST77Q01","Math Interest"
"432","Netherlands","Female","Most Lessons",463,"ST77Q01","Math Interest"
"433","Netherlands","Female","Never or Hardly Ever",221,"ST77Q01","Math Interest"
"434","Netherlands","Female","Some Lessons",489,"ST77Q01","Math Interest"
"435","Netherlands","Female",NA,786,"ST77Q01","Math Interest"
"436","Netherlands","Male","Every Lesson",219,"ST77Q01","Math Interest"
"437","Netherlands","Male","Most Lessons",510,"ST77Q01","Math Interest"
"438","Netherlands","Male","Never or Hardly Ever",218,"ST77Q01","Math Interest"
"439","Netherlands","Male","Some Lessons",508,"ST77Q01","Math Interest"
"440","Netherlands","Male",NA,860,"ST77Q01","Math Interest"
"441","New Zealand","Female","Every Lesson",421,"ST77Q01","Math Interest"
"442","New Zealand","Female","Most Lessons",502,"ST77Q01","Math Interest"
"443","New Zealand","Female","Never or Hardly Ever",94,"ST77Q01","Math Interest"
"444","New Zealand","Female","Some Lessons",377,"ST77Q01","Math Interest"
"445","New Zealand","Female",NA,737,"ST77Q01","Math Interest"
"446","New Zealand","Male","Every Lesson",448,"ST77Q01","Math Interest"
"447","New Zealand","Male","Most Lessons",518,"ST77Q01","Math Interest"
"448","New Zealand","Male","Never or Hardly Ever",101,"ST77Q01","Math Interest"
"449","New Zealand","Male","Some Lessons",339,"ST77Q01","Math Interest"
"450","New Zealand","Male",NA,754,"ST77Q01","Math Interest"
"451","Norway","Female","Every Lesson",270,"ST77Q01","Math Interest"
"452","Norway","Female","Most Lessons",612,"ST77Q01","Math Interest"
"453","Norway","Female","Never or Hardly Ever",145,"ST77Q01","Math Interest"
"454","Norway","Female","Some Lessons",469,"ST77Q01","Math Interest"
"455","Norway","Female",NA,795,"ST77Q01","Math Interest"
"456","Norway","Male","Every Lesson",331,"ST77Q01","Math Interest"
"457","Norway","Male","Most Lessons",586,"ST77Q01","Math Interest"
"458","Norway","Male","Never or Hardly Ever",161,"ST77Q01","Math Interest"
"459","Norway","Male","Some Lessons",440,"ST77Q01","Math Interest"
"460","Norway","Male",NA,877,"ST77Q01","Math Interest"
"461","Perm(Russian Federation)","Female","Every Lesson",164,"ST77Q01","Math Interest"
"462","Perm(Russian Federation)","Female","Most Lessons",209,"ST77Q01","Math Interest"
"463","Perm(Russian Federation)","Female","Never or Hardly Ever",24,"ST77Q01","Math Interest"
"464","Perm(Russian Federation)","Female","Some Lessons",169,"ST77Q01","Math Interest"
"465","Perm(Russian Federation)","Female",NA,296,"ST77Q01","Math Interest"
"466","Perm(Russian Federation)","Male","Every Lesson",224,"ST77Q01","Math Interest"
"467","Perm(Russian Federation)","Male","Most Lessons",173,"ST77Q01","Math Interest"
"468","Perm(Russian Federation)","Male","Never or Hardly Ever",31,"ST77Q01","Math Interest"
"469","Perm(Russian Federation)","Male","Some Lessons",163,"ST77Q01","Math Interest"
"470","Perm(Russian Federation)","Male",NA,308,"ST77Q01","Math Interest"
"471","Peru","Female","Every Lesson",1076,"ST77Q01","Math Interest"
"472","Peru","Female","Most Lessons",533,"ST77Q01","Math Interest"
"473","Peru","Female","Never or Hardly Ever",35,"ST77Q01","Math Interest"
"474","Peru","Female","Some Lessons",369,"ST77Q01","Math Interest"
"475","Peru","Female",NA,1105,"ST77Q01","Math Interest"
"476","Peru","Male","Every Lesson",1070,"ST77Q01","Math Interest"
"477","Peru","Male","Most Lessons",484,"ST77Q01","Math Interest"
"478","Peru","Male","Never or Hardly Ever",34,"ST77Q01","Math Interest"
"479","Peru","Male","Some Lessons",263,"ST77Q01","Math Interest"
"480","Peru","Male",NA,1066,"ST77Q01","Math Interest"
"481","Poland","Female","Every Lesson",266,"ST77Q01","Math Interest"
"482","Poland","Female","Most Lessons",510,"ST77Q01","Math Interest"
"483","Poland","Female","Never or Hardly Ever",190,"ST77Q01","Math Interest"
"484","Poland","Female","Some Lessons",584,"ST77Q01","Math Interest"
"485","Poland","Female",NA,838,"ST77Q01","Math Interest"
"486","Poland","Male","Every Lesson",323,"ST77Q01","Math Interest"
"487","Poland","Male","Most Lessons",461,"ST77Q01","Math Interest"
"488","Poland","Male","Never or Hardly Ever",191,"ST77Q01","Math Interest"
"489","Poland","Male","Some Lessons",506,"ST77Q01","Math Interest"
"490","Poland","Male",NA,738,"ST77Q01","Math Interest"
"491","Portugal","Female","Every Lesson",873,"ST77Q01","Math Interest"
"492","Portugal","Female","Most Lessons",544,"ST77Q01","Math Interest"
"493","Portugal","Female","Never or Hardly Ever",74,"ST77Q01","Math Interest"
"494","Portugal","Female","Some Lessons",355,"ST77Q01","Math Interest"
"495","Portugal","Female",NA,1007,"ST77Q01","Math Interest"
"496","Portugal","Male","Every Lesson",886,"ST77Q01","Math Interest"
"497","Portugal","Male","Most Lessons",573,"ST77Q01","Math Interest"
"498","Portugal","Male","Never or Hardly Ever",85,"ST77Q01","Math Interest"
"499","Portugal","Male","Some Lessons",316,"ST77Q01","Math Interest"
"500","Portugal","Male",NA,1009,"ST77Q01","Math Interest"
"501","Qatar","Female","Every Lesson",1625,"ST77Q01","Math Interest"
"502","Qatar","Female","Most Lessons",960,"ST77Q01","Math Interest"
"503","Qatar","Female","Never or Hardly Ever",182,"ST77Q01","Math Interest"
"504","Qatar","Female","Some Lessons",676,"ST77Q01","Math Interest"
"505","Qatar","Female",NA,1862,"ST77Q01","Math Interest"
"506","Qatar","Male","Every Lesson",1690,"ST77Q01","Math Interest"
"507","Qatar","Male","Most Lessons",910,"ST77Q01","Math Interest"
"508","Qatar","Male","Never or Hardly Ever",244,"ST77Q01","Math Interest"
"509","Qatar","Male","Some Lessons",505,"ST77Q01","Math Interest"
"510","Qatar","Male",NA,2312,"ST77Q01","Math Interest"
"511","Romania","Female","Every Lesson",622,"ST77Q01","Math Interest"
"512","Romania","Female","Most Lessons",548,"ST77Q01","Math Interest"
"513","Romania","Female","Never or Hardly Ever",134,"ST77Q01","Math Interest"
"514","Romania","Female","Some Lessons",425,"ST77Q01","Math Interest"
"515","Romania","Female",NA,843,"ST77Q01","Math Interest"
"516","Romania","Male","Every Lesson",600,"ST77Q01","Math Interest"
"517","Romania","Male","Most Lessons",534,"ST77Q01","Math Interest"
"518","Romania","Male","Never or Hardly Ever",99,"ST77Q01","Math Interest"
"519","Romania","Male","Some Lessons",385,"ST77Q01","Math Interest"
"520","Romania","Male",NA,884,"ST77Q01","Math Interest"
"521","Russian Federation","Female","Every Lesson",624,"ST77Q01","Math Interest"
"522","Russian Federation","Female","Most Lessons",576,"ST77Q01","Math Interest"
"523","Russian Federation","Female","Never or Hardly Ever",93,"ST77Q01","Math Interest"
"524","Russian Federation","Female","Some Lessons",398,"ST77Q01","Math Interest"
"525","Russian Federation","Female",NA,923,"ST77Q01","Math Interest"
"526","Russian Federation","Male","Every Lesson",714,"ST77Q01","Math Interest"
"527","Russian Federation","Male","Most Lessons",542,"ST77Q01","Math Interest"
"528","Russian Federation","Male","Never or Hardly Ever",113,"ST77Q01","Math Interest"
"529","Russian Federation","Male","Some Lessons",395,"ST77Q01","Math Interest"
"530","Russian Federation","Male",NA,853,"ST77Q01","Math Interest"
"531","Serbia","Female","Every Lesson",469,"ST77Q01","Math Interest"
"532","Serbia","Female","Most Lessons",458,"ST77Q01","Math Interest"
"533","Serbia","Female","Never or Hardly Ever",165,"ST77Q01","Math Interest"
"534","Serbia","Female","Some Lessons",459,"ST77Q01","Math Interest"
"535","Serbia","Female",NA,817,"ST77Q01","Math Interest"
"536","Serbia","Male","Every Lesson",548,"ST77Q01","Math Interest"
"537","Serbia","Male","Most Lessons",463,"ST77Q01","Math Interest"
"538","Serbia","Male","Never or Hardly Ever",142,"ST77Q01","Math Interest"
"539","Serbia","Male","Some Lessons",340,"ST77Q01","Math Interest"
"540","Serbia","Male",NA,823,"ST77Q01","Math Interest"
"541","Singapore","Female","Every Lesson",612,"ST77Q01","Math Interest"
"542","Singapore","Female","Most Lessons",734,"ST77Q01","Math Interest"
"543","Singapore","Female","Never or Hardly Ever",40,"ST77Q01","Math Interest"
"544","Singapore","Female","Some Lessons",448,"ST77Q01","Math Interest"
"545","Singapore","Female",NA,918,"ST77Q01","Math Interest"
"546","Singapore","Male","Every Lesson",632,"ST77Q01","Math Interest"
"547","Singapore","Male","Most Lessons",773,"ST77Q01","Math Interest"
"548","Singapore","Male","Never or Hardly Ever",51,"ST77Q01","Math Interest"
"549","Singapore","Male","Some Lessons",378,"ST77Q01","Math Interest"
"550","Singapore","Male",NA,960,"ST77Q01","Math Interest"
"551","Slovak Republic","Female","Every Lesson",339,"ST77Q01","Math Interest"
"552","Slovak Republic","Female","Most Lessons",533,"ST77Q01","Math Interest"
"553","Slovak Republic","Female","Never or Hardly Ever",111,"ST77Q01","Math Interest"
"554","Slovak Republic","Female","Some Lessons",457,"ST77Q01","Math Interest"
"555","Slovak Republic","Female",NA,791,"ST77Q01","Math Interest"
"556","Slovak Republic","Male","Every Lesson",478,"ST77Q01","Math Interest"
"557","Slovak Republic","Male","Most Lessons",557,"ST77Q01","Math Interest"
"558","Slovak Republic","Male","Never or Hardly Ever",132,"ST77Q01","Math Interest"
"559","Slovak Republic","Male","Some Lessons",426,"ST77Q01","Math Interest"
"560","Slovak Republic","Male",NA,854,"ST77Q01","Math Interest"
"561","Slovenia","Female","Every Lesson",271,"ST77Q01","Math Interest"
"562","Slovenia","Female","Most Lessons",605,"ST77Q01","Math Interest"
"563","Slovenia","Female","Never or Hardly Ever",267,"ST77Q01","Math Interest"
"564","Slovenia","Female","Some Lessons",613,"ST77Q01","Math Interest"
"565","Slovenia","Female",NA,943,"ST77Q01","Math Interest"
"566","Slovenia","Male","Every Lesson",394,"ST77Q01","Math Interest"
"567","Slovenia","Male","Most Lessons",666,"ST77Q01","Math Interest"
"568","Slovenia","Male","Never or Hardly Ever",298,"ST77Q01","Math Interest"
"569","Slovenia","Male","Some Lessons",678,"ST77Q01","Math Interest"
"570","Slovenia","Male",NA,1176,"ST77Q01","Math Interest"
"571","Spain","Female","Every Lesson",3091,"ST77Q01","Math Interest"
"572","Spain","Female","Most Lessons",2769,"ST77Q01","Math Interest"
"573","Spain","Female","Never or Hardly Ever",484,"ST77Q01","Math Interest"
"574","Spain","Female","Some Lessons",2043,"ST77Q01","Math Interest"
"575","Spain","Female",NA,4303,"ST77Q01","Math Interest"
"576","Spain","Male","Every Lesson",3040,"ST77Q01","Math Interest"
"577","Spain","Male","Most Lessons",2709,"ST77Q01","Math Interest"
"578","Spain","Male","Never or Hardly Ever",706,"ST77Q01","Math Interest"
"579","Spain","Male","Some Lessons",1812,"ST77Q01","Math Interest"
"580","Spain","Male",NA,4356,"ST77Q01","Math Interest"
"581","Sweden","Female","Every Lesson",465,"ST77Q01","Math Interest"
"582","Sweden","Female","Most Lessons",604,"ST77Q01","Math Interest"
"583","Sweden","Female","Never or Hardly Ever",91,"ST77Q01","Math Interest"
"584","Sweden","Female","Some Lessons",356,"ST77Q01","Math Interest"
"585","Sweden","Female",NA,862,"ST77Q01","Math Interest"
"586","Sweden","Male","Every Lesson",563,"ST77Q01","Math Interest"
"587","Sweden","Male","Most Lessons",553,"ST77Q01","Math Interest"
"588","Sweden","Male","Never or Hardly Ever",97,"ST77Q01","Math Interest"
"589","Sweden","Male","Some Lessons",315,"ST77Q01","Math Interest"
"590","Sweden","Male",NA,830,"ST77Q01","Math Interest"
"591","Switzerland","Female","Every Lesson",708,"ST77Q01","Math Interest"
"592","Switzerland","Female","Most Lessons",1275,"ST77Q01","Math Interest"
"593","Switzerland","Female","Never or Hardly Ever",513,"ST77Q01","Math Interest"
"594","Switzerland","Female","Some Lessons",1201,"ST77Q01","Math Interest"
"595","Switzerland","Female",NA,1882,"ST77Q01","Math Interest"
"596","Switzerland","Male","Every Lesson",951,"ST77Q01","Math Interest"
"597","Switzerland","Male","Most Lessons",1257,"ST77Q01","Math Interest"
"598","Switzerland","Male","Never or Hardly Ever",470,"ST77Q01","Math Interest"
"599","Switzerland","Male","Some Lessons",1020,"ST77Q01","Math Interest"
"600","Switzerland","Male",NA,1952,"ST77Q01","Math Interest"
"601","Thailand","Female","Every Lesson",1414,"ST77Q01","Math Interest"
"602","Thailand","Female","Most Lessons",740,"ST77Q01","Math Interest"
"603","Thailand","Female","Never or Hardly Ever",16,"ST77Q01","Math Interest"
"604","Thailand","Female","Some Lessons",341,"ST77Q01","Math Interest"
"605","Thailand","Female",NA,1225,"ST77Q01","Math Interest"
"606","Thailand","Male","Every Lesson",1064,"ST77Q01","Math Interest"
"607","Thailand","Male","Most Lessons",527,"ST77Q01","Math Interest"
"608","Thailand","Male","Never or Hardly Ever",26,"ST77Q01","Math Interest"
"609","Thailand","Male","Some Lessons",250,"ST77Q01","Math Interest"
"610","Thailand","Male",NA,1003,"ST77Q01","Math Interest"
"611","Tunisia","Female","Every Lesson",510,"ST77Q01","Math Interest"
"612","Tunisia","Female","Most Lessons",408,"ST77Q01","Math Interest"
"613","Tunisia","Female","Never or Hardly Ever",160,"ST77Q01","Math Interest"
"614","Tunisia","Female","Some Lessons",451,"ST77Q01","Math Interest"
"615","Tunisia","Female",NA,861,"ST77Q01","Math Interest"
"616","Tunisia","Male","Every Lesson",470,"ST77Q01","Math Interest"
"617","Tunisia","Male","Most Lessons",310,"ST77Q01","Math Interest"
"618","Tunisia","Male","Never or Hardly Ever",157,"ST77Q01","Math Interest"
"619","Tunisia","Male","Some Lessons",350,"ST77Q01","Math Interest"
"620","Tunisia","Male",NA,730,"ST77Q01","Math Interest"
"621","Turkey","Female","Every Lesson",563,"ST77Q01","Math Interest"
"622","Turkey","Female","Most Lessons",466,"ST77Q01","Math Interest"
"623","Turkey","Female","Never or Hardly Ever",102,"ST77Q01","Math Interest"
"624","Turkey","Female","Some Lessons",414,"ST77Q01","Math Interest"
"625","Turkey","Female",NA,825,"ST77Q01","Math Interest"
"626","Turkey","Male","Every Lesson",658,"ST77Q01","Math Interest"
"627","Turkey","Male","Most Lessons",463,"ST77Q01","Math Interest"
"628","Turkey","Male","Never or Hardly Ever",93,"ST77Q01","Math Interest"
"629","Turkey","Male","Some Lessons",415,"ST77Q01","Math Interest"
"630","Turkey","Male",NA,849,"ST77Q01","Math Interest"
"631","United Arab Emirates","Female","Every Lesson",1891,"ST77Q01","Math Interest"
"632","United Arab Emirates","Female","Most Lessons",1113,"ST77Q01","Math Interest"
"633","United Arab Emirates","Female","Never or Hardly Ever",153,"ST77Q01","Math Interest"
